ID,CSE1,CSE2,CSE3,CSE4,SECTION,AVG_MARK,Grade,Highest_Mark_Subject,Lowest_Mark_Subject,Highest_Mark,Lowest_Mark,MAX_AVG_MARK_SECTION
3018,86,79,36,26,D,56.75,C,CSE1,CSE4,86,26,89.75
3019,65,58,94,62,D,69.75,Invalid,CSE3,CSE2,94,58,89.75
3020,40,79,51,47,A,54.25,C,CSE2,CSE1,79,40,91.75
3021,82,78,30,47,A,59.25,C,CSE1,CSE3,82,30,91.75
3022,70,53,85,86,C,73.5,B,CSE4,CSE2,86,53,91.25
3023,92,55,76,48,C,67.75,C,CSE1,CSE4,92,48,91.25
3024,56,63,31,75,A,56.25,C,CSE4,CSE3,75,31,91.75
3025,60,80,83,84,D,76.75,B,CSE4,CSE1,84,60,89.75
3026,53,78,55,73,B,64.75,C,CSE2,CSE1,78,53,89.75
3027,39,67,75,63,A,61.0,C,CSE3,CSE1,75,39,91.75
3028,45,85,56,26,C,53.0,C,CSE2,CSE4,85,26,91.25
3029,58,52,28,67,A,51.25,C,CSE4,CSE3,67,28,91.75
3030,43,78,43,65,C,57.25,C,CSE2,CSE1,78,43,91.25
3031,25,33,41,32,A,32.75,D,CSE3,CSE1,41,25,91.75
3032,40,85,47,87,D,64.75,C,CSE4,CSE1,87,40,89.75
3033,87,58,43,41,B,57.25,C,CSE1,CSE4,87,41,89.75
3034,70,35,92,73,C,67.5,C,CSE3,CSE2,92,35,91.25
3035,47,29,61,69,A,51.5,C,CSE4,CSE2,69,29,91.75
3036,83,32,28,60,D,50.75,C,CSE1,CSE3,83,28,89.75
3037,79,63,38,73,B,63.25,C,CSE1,CSE3,79,38,89.75
3038,50,55,42,80,C,56.75,C,CSE4,CSE3,80,42,91.25
3039,56,25,66,38,A,46.25,D,CSE3,CSE2,66,25,91.75
3040,64,61,33,63,A,55.25,C,CSE1,CSE3,64,33,91.75
3041,52,75,68,85,B,70.0,B,CSE4,CSE1,85,52,89.75
3042,50,66,85,80,C,70.25,B,CSE3,CSE1,85,50,91.25
3043,28,38,35,60,B,40.25,D,CSE4,CSE1,60,28,89.75
3044,74,50,49,29,C,50.5,C,CSE1,CSE4,74,29,91.25
3045,67,69,31,55,C,55.5,C,CSE2,CSE3,69,31,91.25
3046,81,66,32,56,C,58.75,C,CSE1,CSE3,81,32,91.25
3047,67,52,75,25,C,54.75,C,CSE3,CSE4,75,25,91.25
3048,39,41,35,80,B,48.75,D,CSE4,CSE3,80,35,89.75
3049,94,74,92,70,C,82.5,A-,CSE1,CSE4,94,70,91.25
3050,38,92,41,27,D,49.5,Invalid,CSE2,CSE4,92,27,89.75
3051,46,31,66,29,D,43.0,D,CSE3,CSE4,66,29,89.75
3052,37,63,75,37,A,53.0,C,CSE3,CSE1,75,37,91.75
3053,69,27,62,87,D,61.25,C,CSE4,CSE2,87,27,89.75
3054,34,61,90,26,D,52.75,C,CSE3,CSE4,90,26,89.75
3055,51,77,38,72,C,59.5,C,CSE2,CSE3,77,38,91.25
3056,42,63,79,79,C,65.75,C,CSE3,CSE1,79,42,91.25
3057,38,72,40,91,B,60.25,C,CSE4,CSE1,91,38,89.75
3058,86,41,45,52,D,56.0,C,CSE1,CSE2,86,41,89.75
3059,79,39,56,68,D,60.5,C,CSE1,CSE2,79,39,89.75
3060,28,46,82,53,D,52.25,C,CSE3,CSE1,82,28,89.75
3061,49,30,63,76,C,54.5,C,CSE4,CSE2,76,30,91.25
3062,56,33,68,55,C,53.0,C,CSE3,CSE2,68,33,91.25
3063,78,25,48,94,D,61.25,C,CSE4,CSE2,94,25,89.75
3064,64,60,54,88,D,66.5,C,CSE4,CSE3,88,54,89.75
3065,43,92,87,50,A,68.0,C,CSE2,CSE1,92,43,91.75
3066,87,83,91,52,B,78.25,B,CSE3,CSE4,91,52,89.75
3067,75,43,78,51,D,61.75,C,CSE3,CSE2,78,43,89.75
3068,31,77,26,29,C,40.75,D,CSE2,CSE3,77,26,91.25
3069,48,50,47,32,C,44.25,D,CSE2,CSE4,50,32,91.25
3070,70,35,51,29,C,46.25,D,CSE1,CSE4,70,29,91.25
3071,25,86,38,42,C,47.75,D,CSE2,CSE1,86,25,91.25
3072,86,56,40,50,B,58.0,C,CSE1,CSE3,86,40,89.75
3073,46,26,67,83,B,55.5,C,CSE4,CSE2,83,26,89.75
3074,89,88,43,61,C,70.25,B,CSE1,CSE3,89,43,91.25
3075,93,56,69,85,B,75.75,B,CSE1,CSE2,93,56,89.75
3076,73,59,62,50,A,61.0,C,CSE1,CSE4,73,50,91.75
3077,51,69,49,32,D,50.25,C,CSE2,CSE4,69,32,89.75
3078,52,85,39,77,D,63.25,C,CSE2,CSE3,85,39,89.75
3079,25,81,52,66,C,56.0,C,CSE2,CSE1,81,25,91.25
3080,35,92,52,43,B,55.5,C,CSE2,CSE1,92,35,89.75
3081,52,89,61,36,B,59.5,C,CSE2,CSE4,89,36,89.75
3082,30,30,35,30,A,31.25,D,CSE3,CSE1,35,30,91.75
3083,62,43,29,36,B,42.5,D,CSE1,CSE3,62,29,89.75
3084,63,73,89,46,C,67.75,C,CSE3,CSE4,89,46,91.25
3085,56,92,36,29,A,53.25,C,CSE2,CSE4,92,29,91.75
3086,83,43,90,26,B,60.5,C,CSE3,CSE4,90,26,89.75
3087,30,71,35,54,D,47.5,D,CSE2,CSE1,71,30,89.75
3088,32,87,54,34,B,51.75,C,CSE2,CSE1,87,32,89.75
3089,81,27,91,80,C,69.75,Invalid,CSE3,CSE2,91,27,91.25
3090,77,67,72,46,C,65.5,C,CSE1,CSE4,77,46,91.25
3091,83,66,60,30,D,59.75,C,CSE1,CSE4,83,30,89.75
3092,87,33,41,62,D,55.75,C,CSE1,CSE2,87,33,89.75
3093,69,94,87,37,D,71.75,B,CSE2,CSE4,94,37,89.75
3094,67,75,44,30,C,54.0,C,CSE2,CSE4,75,30,91.25
3095,78,27,42,87,C,58.5,C,CSE4,CSE2,87,27,91.25
3096,73,50,62,34,C,54.75,C,CSE1,CSE4,73,34,91.25
3097,34,87,78,50,A,62.25,C,CSE2,CSE1,87,34,91.75
3098,78,29,76,76,C,64.75,C,CSE1,CSE2,78,29,91.25
3099,78,81,62,75,C,74.0,B,CSE2,CSE3,81,62,91.25
3100,31,41,82,73,D,56.75,C,CSE3,CSE1,82,31,89.75
3101,38,42,67,86,D,58.25,C,CSE4,CSE1,86,38,89.75
3102,44,47,26,38,C,38.75,D,CSE2,CSE3,47,26,91.25
3103,91,67,48,66,D,68.0,C,CSE1,CSE3,91,48,89.75
3104,28,27,50,53,D,39.5,D,CSE4,CSE2,53,27,89.75
3105,30,25,71,88,C,53.5,C,CSE4,CSE2,88,25,91.25
3106,89,25,79,72,D,66.25,C,CSE1,CSE2,89,25,89.75
3107,43,35,33,49,A,40.0,D,CSE4,CSE3,49,33,91.75
3108,80,32,62,90,C,66.0,C,CSE4,CSE2,90,32,91.25
3109,77,47,84,54,B,65.5,C,CSE3,CSE2,84,47,89.75
3110,65,27,81,79,A,63.0,C,CSE3,CSE2,81,27,91.75
3111,65,72,35,52,B,56.0,C,CSE2,CSE3,72,35,89.75
3112,91,55,82,49,C,69.25,Invalid,CSE1,CSE4,91,49,91.25
3113,79,76,84,57,D,74.0,B,CSE3,CSE4,84,57,89.75
3114,57,85,47,61,A,62.5,C,CSE2,CSE3,85,47,91.75
3115,73,75,78,69,D,73.75,B,CSE3,CSE4,78,69,89.75
3116,61,94,34,71,D,65.0,C,CSE2,CSE3,94,34,89.75
3117,78,88,43,79,C,72.0,B,CSE2,CSE3,88,43,91.25
3118,57,59,61,83,A,65.0,C,CSE4,CSE1,83,57,91.75
3119,28,80,76,83,C,66.75,C,CSE4,CSE1,83,28,91.25
3120,61,42,26,51,A,45.0,D,CSE1,CSE3,61,26,91.75
3121,82,28,62,92,C,66.0,C,CSE4,CSE2,92,28,91.25
3122,86,56,81,41,A,66.0,C,CSE1,CSE4,86,41,91.75
3123,77,35,37,93,D,60.5,C,CSE4,CSE2,93,35,89.75
3124,61,86,75,28,D,62.5,C,CSE2,CSE4,86,28,89.75
3125,28,78,93,50,D,62.25,C,CSE3,CSE1,93,28,89.75
3126,31,26,49,66,C,43.0,D,CSE4,CSE2,66,26,91.25
3127,76,32,50,48,D,51.5,C,CSE1,CSE2,76,32,89.75
3128,42,70,55,32,A,49.75,Invalid,CSE2,CSE4,70,32,91.75
3129,43,87,53,27,A,52.5,C,CSE2,CSE4,87,27,91.75
3130,65,90,53,56,B,66.0,C,CSE2,CSE3,90,53,89.75
3131,48,81,82,49,D,65.0,C,CSE3,CSE1,82,48,89.75
3132,48,29,94,47,C,54.5,C,CSE3,CSE2,94,29,91.25
3133,83,25,83,56,D,61.75,C,CSE1,CSE2,83,25,89.75
3134,33,39,25,62,D,39.75,D,CSE4,CSE3,62,25,89.75
3135,46,31,54,26,D,39.25,D,CSE3,CSE4,54,26,89.75
3136,77,27,80,73,D,64.25,C,CSE3,CSE2,80,27,89.75
3137,77,92,61,50,D,70.0,B,CSE2,CSE4,92,50,89.75
3138,90,57,34,46,B,56.75,C,CSE1,CSE3,90,34,89.75
3139,91,49,36,34,A,52.5,C,CSE1,CSE4,91,34,91.75
3140,62,68,55,52,A,59.25,C,CSE2,CSE4,68,52,91.75
3141,94,73,58,46,D,67.75,C,CSE1,CSE4,94,46,89.75
3142,36,55,41,73,A,51.25,C,CSE4,CSE1,73,36,91.75
3143,41,89,62,41,D,58.25,C,CSE2,CSE1,89,41,89.75
3144,57,85,94,34,D,67.5,C,CSE3,CSE4,94,34,89.75
3145,60,60,49,37,B,51.5,C,CSE1,CSE4,60,37,89.75
3146,67,55,73,53,C,62.0,C,CSE3,CSE4,73,53,91.25
3147,69,56,47,27,B,49.75,Invalid,CSE1,CSE4,69,27,89.75
3148,41,26,60,47,B,43.5,D,CSE3,CSE2,60,26,89.75
3149,57,60,63,90,C,67.5,C,CSE4,CSE1,90,57,91.25
3150,67,30,47,51,A,48.75,D,CSE1,CSE2,67,30,91.75
3151,58,49,75,25,C,51.75,C,CSE3,CSE4,75,25,91.25
3152,90,27,75,82,A,68.5,C,CSE1,CSE2,90,27,91.75
3153,29,25,44,54,D,38.0,D,CSE4,CSE2,54,25,89.75
3154,28,51,66,40,C,46.25,D,CSE3,CSE1,66,28,91.25
3155,55,50,29,87,B,55.25,C,CSE4,CSE3,87,29,89.75
3156,81,51,56,36,D,56.0,C,CSE1,CSE4,81,36,89.75
3157,85,34,34,51,D,51.0,C,CSE1,CSE2,85,34,89.75
3158,91,47,55,71,C,66.0,C,CSE1,CSE2,91,47,91.25
3159,42,45,83,83,B,63.25,C,CSE3,CSE1,83,42,89.75
3160,52,49,69,81,A,62.75,C,CSE4,CSE2,81,49,91.75
3161,32,61,78,35,A,51.5,C,CSE3,CSE1,78,32,91.75
3162,62,25,26,25,C,34.5,D,CSE1,CSE2,62,25,91.25
3163,89,54,93,90,A,81.5,A-,CSE3,CSE2,93,54,91.75
3164,45,78,39,64,A,56.5,C,CSE2,CSE3,78,39,91.75
3165,79,38,57,36,D,52.5,C,CSE1,CSE4,79,36,89.75
3166,73,89,80,55,B,74.25,B,CSE2,CSE4,89,55,89.75
3167,47,57,25,48,A,44.25,D,CSE2,CSE3,57,25,91.75
3168,70,67,65,33,D,58.75,C,CSE1,CSE4,70,33,89.75
3169,33,82,28,30,C,43.25,D,CSE2,CSE3,82,28,91.25
3170,77,75,86,26,D,66.0,C,CSE3,CSE4,86,26,89.75
3171,45,30,75,28,B,44.5,D,CSE3,CSE4,75,28,89.75
3172,69,70,53,83,A,68.75,C,CSE4,CSE3,83,53,91.75
3173,49,43,88,52,B,58.0,C,CSE3,CSE2,88,43,89.75
3174,34,54,42,89,B,54.75,C,CSE4,CSE1,89,34,89.75
3175,46,91,90,68,B,73.75,B,CSE2,CSE1,91,46,89.75
3176,29,48,57,65,B,49.75,Invalid,CSE4,CSE1,65,29,89.75
3177,38,36,93,63,C,57.5,C,CSE3,CSE2,93,36,91.25
3178,85,45,67,88,B,71.25,B,CSE4,CSE2,88,45,89.75
3179,43,61,49,85,A,59.5,C,CSE4,CSE1,85,43,91.75
3180,44,36,88,45,C,53.25,C,CSE3,CSE2,88,36,91.25
3181,63,49,30,26,B,42.0,D,CSE1,CSE4,63,26,89.75
3182,68,46,80,46,B,60.0,C,CSE3,CSE2,80,46,89.75
3183,26,83,94,28,A,57.75,C,CSE3,CSE1,94,26,91.75
3184,65,33,27,64,B,47.25,D,CSE1,CSE3,65,27,89.75
3185,50,76,45,46,D,54.25,C,CSE2,CSE3,76,45,89.75
3186,52,33,36,54,A,43.75,D,CSE4,CSE2,54,33,91.75
3187,92,30,29,86,D,59.25,C,CSE1,CSE3,92,29,89.75
3188,80,81,46,80,B,71.75,B,CSE2,CSE3,81,46,89.75
3189,31,43,66,41,A,45.25,D,CSE3,CSE1,66,31,91.75
3190,83,49,30,64,C,56.5,C,CSE1,CSE3,83,30,91.25
3191,52,61,41,53,B,51.75,C,CSE2,CSE3,61,41,89.75
3192,74,29,88,69,B,65.0,C,CSE3,CSE2,88,29,89.75
3193,85,63,68,29,A,61.25,C,CSE1,CSE4,85,29,91.75
3194,87,57,85,77,D,76.5,B,CSE1,CSE2,87,57,89.75
3195,72,49,35,82,D,59.5,C,CSE4,CSE3,82,35,89.75
3196,47,45,55,27,D,43.5,D,CSE3,CSE4,55,27,89.75
3197,83,52,76,42,D,63.25,C,CSE1,CSE4,83,42,89.75
3198,77,80,55,91,D,75.75,B,CSE4,CSE3,91,55,89.75
3199,71,91,39,32,C,58.25,C,CSE2,CSE4,91,32,91.25
3200,58,94,68,75,C,73.75,B,CSE2,CSE1,94,58,91.25
3201,66,82,64,65,C,69.25,Invalid,CSE2,CSE3,82,64,91.25
3202,62,25,49,40,D,44.0,D,CSE1,CSE2,62,25,89.75
3203,30,55,60,67,B,53.0,C,CSE4,CSE1,67,30,89.75
3204,63,47,82,54,D,61.5,C,CSE3,CSE2,82,47,89.75
3205,38,62,52,87,C,59.75,C,CSE4,CSE1,87,38,91.25
3206,84,50,29,55,C,54.5,C,CSE1,CSE3,84,29,91.25
3207,86,43,64,72,D,66.25,C,CSE1,CSE2,86,43,89.75
3208,33,93,42,70,D,59.5,C,CSE2,CSE1,93,33,89.75
3209,36,33,37,82,B,47.0,D,CSE4,CSE2,82,33,89.75
3210,75,90,48,91,D,76.0,B,CSE4,CSE3,91,48,89.75
3211,64,75,36,52,A,56.75,C,CSE2,CSE3,75,36,91.75
3212,43,30,67,28,A,42.0,D,CSE3,CSE4,67,28,91.75
3213,82,76,26,91,B,68.75,C,CSE4,CSE3,91,26,89.75
3214,80,39,81,53,B,63.25,C,CSE3,CSE2,81,39,89.75
3215,37,26,29,29,A,30.25,D,CSE1,CSE2,37,26,91.75
3216,79,26,48,43,D,49.0,D,CSE1,CSE2,79,26,89.75
3217,54,43,60,82,A,59.75,C,CSE4,CSE2,82,43,91.75
3218,36,72,84,52,D,61.0,C,CSE3,CSE1,84,36,89.75
3219,44,64,81,85,D,68.5,C,CSE4,CSE1,85,44,89.75
3220,25,35,54,73,D,46.75,D,CSE4,CSE1,73,25,89.75
3221,88,51,86,89,B,78.5,B,CSE4,CSE2,89,51,89.75
3222,75,40,52,26,A,48.25,D,CSE1,CSE4,75,26,91.75
3223,80,75,51,48,C,63.5,C,CSE1,CSE4,80,48,91.25
3224,38,44,26,90,C,49.5,Invalid,CSE4,CSE3,90,26,91.25
3225,71,93,33,59,A,64.0,C,CSE2,CSE3,93,33,91.75
3226,65,79,73,82,A,74.75,B,CSE4,CSE1,82,65,91.75
3227,69,25,94,64,A,63.0,C,CSE3,CSE2,94,25,91.75
3228,88,74,65,37,A,66.0,C,CSE1,CSE4,88,37,91.75
3229,32,28,47,37,C,36.0,D,CSE3,CSE2,47,28,91.25
3230,61,60,58,53,C,58.0,C,CSE1,CSE4,61,53,91.25
3231,70,73,26,56,B,56.25,C,CSE2,CSE3,73,26,89.75
3232,87,69,75,93,C,81.0,A-,CSE4,CSE2,93,69,91.25
3233,74,71,74,62,A,70.25,B,CSE1,CSE4,74,62,91.75
3234,68,64,66,40,A,59.5,C,CSE1,CSE4,68,40,91.75
3235,46,28,40,27,A,35.25,D,CSE1,CSE4,46,27,91.75
3236,33,30,62,35,A,40.0,D,CSE3,CSE2,62,30,91.75
3237,72,30,41,90,C,58.25,C,CSE4,CSE2,90,30,91.25
3238,69,83,88,60,D,75.0,B,CSE3,CSE4,88,60,89.75
3239,82,88,45,54,D,67.25,C,CSE2,CSE3,88,45,89.75
3240,91,90,74,82,A,84.25,A-,CSE1,CSE3,91,74,91.75
3241,88,92,80,29,A,72.25,B,CSE2,CSE4,92,29,91.75
3242,27,65,47,25,B,41.0,D,CSE2,CSE4,65,25,89.75
3243,88,26,57,57,B,57.0,C,CSE1,CSE2,88,26,89.75
3244,45,51,34,81,C,52.75,C,CSE4,CSE3,81,34,91.25
3245,40,80,79,78,A,69.25,Invalid,CSE2,CSE1,80,40,91.75
3246,64,72,79,51,D,66.5,C,CSE3,CSE4,79,51,89.75
3247,39,39,80,57,C,53.75,C,CSE3,CSE1,80,39,91.25
3248,35,29,29,49,B,35.5,D,CSE4,CSE2,49,29,89.75
3249,77,51,72,59,A,64.75,C,CSE1,CSE2,77,51,91.75
3250,87,71,25,28,B,52.75,C,CSE1,CSE3,87,25,89.75
3251,43,87,37,56,D,55.75,C,CSE2,CSE3,87,37,89.75
3252,60,44,75,60,C,59.75,C,CSE3,CSE2,75,44,91.25
3253,59,41,36,76,D,53.0,C,CSE4,CSE3,76,36,89.75
3254,69,49,46,40,A,51.0,C,CSE1,CSE4,69,40,91.75
3255,79,72,82,81,A,78.5,B,CSE3,CSE2,82,72,91.75
3256,27,68,92,41,D,57.0,C,CSE3,CSE1,92,27,89.75
3257,73,43,37,84,C,59.25,C,CSE4,CSE3,84,37,91.25
3258,43,81,58,33,B,53.75,C,CSE2,CSE4,81,33,89.75
3259,73,63,75,58,A,67.25,C,CSE3,CSE4,75,58,91.75
3260,90,33,25,47,B,48.75,D,CSE1,CSE3,90,25,89.75
3261,83,35,62,71,A,62.75,C,CSE1,CSE2,83,35,91.75
3262,28,53,88,31,A,50.0,C,CSE3,CSE1,88,28,91.75
3263,42,94,37,79,D,63.0,C,CSE2,CSE3,94,37,89.75
3264,25,80,94,39,C,59.5,C,CSE3,CSE1,94,25,91.25
3265,36,55,57,88,A,59.0,C,CSE4,CSE1,88,36,91.75
3266,83,39,39,51,A,53.0,C,CSE1,CSE2,83,39,91.75
3267,55,64,78,86,A,70.75,B,CSE4,CSE1,86,55,91.75
3268,43,34,50,57,C,46.0,D,CSE4,CSE2,57,34,91.25
3269,53,92,81,68,A,73.5,B,CSE2,CSE1,92,53,91.75
3270,71,48,44,44,A,51.75,C,CSE1,CSE3,71,44,91.75
3271,93,76,43,32,C,61.0,C,CSE1,CSE4,93,32,91.25
3272,77,77,89,93,B,84.0,A-,CSE4,CSE1,93,77,89.75
3273,67,82,33,59,A,60.25,C,CSE2,CSE3,82,33,91.75
3274,57,69,79,50,D,63.75,C,CSE3,CSE4,79,50,89.75
3275,64,85,72,46,D,66.75,C,CSE2,CSE4,85,46,89.75
3276,78,93,60,58,B,72.25,B,CSE2,CSE4,93,58,89.75
3277,78,72,36,47,B,58.25,C,CSE1,CSE3,78,36,89.75
3278,56,85,70,69,A,70.0,B,CSE2,CSE1,85,56,91.75
3279,46,78,47,31,D,50.5,C,CSE2,CSE4,78,31,89.75
3280,53,47,86,85,A,67.75,C,CSE3,CSE2,86,47,91.75
3281,30,68,31,27,B,39.0,D,CSE2,CSE4,68,27,89.75
3282,91,47,32,27,B,49.25,Invalid,CSE1,CSE4,91,27,89.75
3283,25,69,51,42,B,46.75,D,CSE2,CSE1,69,25,89.75
3284,50,71,43,91,A,63.75,C,CSE4,CSE3,91,43,91.75
3285,30,80,68,54,A,58.0,C,CSE2,CSE1,80,30,91.75
3286,89,27,76,29,A,55.25,C,CSE1,CSE2,89,27,91.75
3287,94,33,36,47,A,52.5,C,CSE1,CSE2,94,33,91.75
3288,63,27,82,86,A,64.5,C,CSE4,CSE2,86,27,91.75
3289,56,38,61,31,C,46.5,D,CSE3,CSE4,61,31,91.25
3290,64,29,87,39,C,54.75,C,CSE3,CSE2,87,29,91.25
3291,79,86,53,64,B,70.5,B,CSE2,CSE3,86,53,89.75
3292,67,86,51,56,B,65.0,C,CSE2,CSE3,86,51,89.75
3293,44,77,48,57,B,56.5,C,CSE2,CSE1,77,44,89.75
3294,56,38,81,69,C,61.0,C,CSE3,CSE2,81,38,91.25
3295,51,85,37,59,D,58.0,C,CSE2,CSE3,85,37,89.75
3296,47,43,92,49,C,57.75,C,CSE3,CSE2,92,43,91.25
3297,91,25,38,51,B,51.25,C,CSE1,CSE2,91,25,89.75
3298,32,45,94,64,C,58.75,C,CSE3,CSE1,94,32,91.25
3299,82,36,27,87,C,58.0,C,CSE4,CSE3,87,27,91.25
3300,33,71,57,79,C,60.0,C,CSE4,CSE1,79,33,91.25
3301,43,78,63,58,A,60.5,C,CSE2,CSE1,78,43,91.75
3302,41,44,30,67,A,45.5,D,CSE4,CSE3,67,30,91.75
3303,85,46,87,80,A,74.5,B,CSE3,CSE2,87,46,91.75
3304,39,85,65,52,B,60.25,C,CSE2,CSE1,85,39,89.75
3305,80,56,26,79,C,60.25,C,CSE1,CSE3,80,26,91.25
3306,68,59,63,86,C,69.0,C,CSE4,CSE2,86,59,91.25
3307,60,55,92,31,C,59.5,C,CSE3,CSE4,92,31,91.25
3308,89,74,83,82,B,82.0,A-,CSE1,CSE2,89,74,89.75
3309,80,67,88,88,D,80.75,A-,CSE3,CSE2,88,67,89.75
3310,54,92,84,69,B,74.75,B,CSE2,CSE1,92,54,89.75
3311,93,91,33,78,B,73.75,B,CSE1,CSE3,93,33,89.75
3312,83,69,81,67,D,75.0,B,CSE1,CSE4,83,67,89.75
3313,27,45,46,68,D,46.5,D,CSE4,CSE1,68,27,89.75
3314,58,53,50,75,D,59.0,C,CSE4,CSE3,75,50,89.75
3315,35,42,37,87,D,50.25,C,CSE4,CSE1,87,35,89.75
3316,80,89,71,87,B,81.75,A-,CSE2,CSE3,89,71,89.75
3317,33,36,50,87,C,51.5,C,CSE4,CSE1,87,33,91.25
3318,50,40,84,49,B,55.75,C,CSE3,CSE2,84,40,89.75
3319,78,35,86,89,C,72.0,B,CSE4,CSE2,89,35,91.25
3320,60,79,68,62,B,67.25,C,CSE2,CSE1,79,60,89.75
3321,71,89,57,82,C,74.75,B,CSE2,CSE3,89,57,91.25
3322,49,76,56,31,C,53.0,C,CSE2,CSE4,76,31,91.25
3323,89,36,36,71,A,58.0,C,CSE1,CSE2,89,36,91.75
3324,66,59,85,94,A,76.0,B,CSE4,CSE2,94,59,91.75
3325,34,80,86,49,A,62.25,C,CSE3,CSE1,86,34,91.75
3326,89,30,52,63,D,58.5,C,CSE1,CSE2,89,30,89.75
3327,78,89,53,66,D,71.5,B,CSE2,CSE3,89,53,89.75
3328,68,38,56,27,A,47.25,D,CSE1,CSE4,68,27,91.75
3329,62,54,60,75,A,62.75,C,CSE4,CSE2,75,54,91.75
3330,43,50,43,45,A,45.25,D,CSE2,CSE1,50,43,91.75
3331,81,48,46,34,D,52.25,C,CSE1,CSE4,81,34,89.75
3332,74,91,57,83,D,76.25,B,CSE2,CSE3,91,57,89.75
3333,41,54,51,34,B,45.0,D,CSE2,CSE4,54,34,89.75
3334,33,39,45,54,C,42.75,D,CSE4,CSE1,54,33,91.25
3335,47,80,82,52,D,65.25,C,CSE3,CSE1,82,47,89.75
3336,83,84,77,54,D,74.5,B,CSE2,CSE4,84,54,89.75
3337,42,88,64,31,B,56.25,C,CSE2,CSE4,88,31,89.75
3338,59,78,36,90,D,65.75,C,CSE4,CSE3,90,36,89.75
3339,84,38,28,53,C,50.75,C,CSE1,CSE3,84,28,91.25
3340,33,47,38,60,D,44.5,D,CSE4,CSE1,60,33,89.75
3341,53,77,75,42,A,61.75,C,CSE2,CSE4,77,42,91.75
3342,73,60,85,61,B,69.75,Invalid,CSE3,CSE2,85,60,89.75
3343,81,74,77,82,D,78.5,B,CSE4,CSE2,82,74,89.75
3344,62,78,28,39,D,51.75,C,CSE2,CSE3,78,28,89.75
3345,70,75,34,53,B,58.0,C,CSE2,CSE3,75,34,89.75
3346,93,54,68,48,A,65.75,C,CSE1,CSE4,93,48,91.75
3347,94,94,67,53,B,77.0,B,CSE1,CSE4,94,53,89.75
3348,86,91,46,69,B,73.0,B,CSE2,CSE3,91,46,89.75
3349,86,70,66,31,B,63.25,C,CSE1,CSE4,86,31,89.75
3350,26,76,54,88,A,61.0,C,CSE4,CSE1,88,26,91.75
3351,83,93,39,93,C,77.0,B,CSE2,CSE3,93,39,91.25
3352,50,49,72,37,B,52.0,C,CSE3,CSE4,72,37,89.75
3353,39,55,38,38,D,42.5,D,CSE2,CSE3,55,38,89.75
3354,70,84,82,81,B,79.25,Invalid,CSE2,CSE1,84,70,89.75
3355,25,76,42,73,D,54.0,C,CSE2,CSE1,76,25,89.75
3356,37,51,49,82,B,54.75,C,CSE4,CSE1,82,37,89.75
3357,31,55,87,44,B,54.25,C,CSE3,CSE1,87,31,89.75
3358,29,72,25,71,B,49.25,Invalid,CSE2,CSE3,72,25,89.75
3359,49,38,92,43,A,55.5,C,CSE3,CSE2,92,38,91.75
3360,35,72,71,85,B,65.75,C,CSE4,CSE1,85,35,89.75
3361,58,57,44,54,B,53.25,C,CSE1,CSE3,58,44,89.75
3362,62,62,78,49,A,62.75,C,CSE3,CSE4,78,49,91.75
3363,90,56,43,31,D,55.0,C,CSE1,CSE4,90,31,89.75
3364,43,32,69,84,C,57.0,C,CSE4,CSE2,84,32,91.25
3365,69,56,60,72,C,64.25,C,CSE4,CSE2,72,56,91.25
3366,36,71,68,92,B,66.75,C,CSE4,CSE1,92,36,89.75
3367,78,71,79,28,B,64.0,C,CSE3,CSE4,79,28,89.75
3368,90,48,28,81,C,61.75,C,CSE1,CSE3,90,28,91.25
3369,82,27,83,93,A,71.25,B,CSE4,CSE2,93,27,91.75
3370,74,67,73,33,B,61.75,C,CSE1,CSE4,74,33,89.75
3371,28,43,45,36,A,38.0,D,CSE3,CSE1,45,28,91.75
3372,76,82,67,72,A,74.25,B,CSE2,CSE3,82,67,91.75
3373,46,49,72,34,B,50.25,C,CSE3,CSE4,72,34,89.75
3374,94,56,50,66,C,66.5,C,CSE1,CSE3,94,50,91.25
3375,27,27,35,89,B,44.5,D,CSE4,CSE1,89,27,89.75
3376,54,37,59,39,A,47.25,D,CSE3,CSE2,59,37,91.75
3377,42,68,52,81,D,60.75,C,CSE4,CSE1,81,42,89.75
3378,68,62,28,48,A,51.5,C,CSE1,CSE3,68,28,91.75
3379,52,42,86,57,A,59.25,C,CSE3,CSE2,86,42,91.75
3380,77,79,80,75,D,77.75,B,CSE3,CSE4,80,75,89.75
3381,31,85,30,63,A,52.25,C,CSE2,CSE3,85,30,91.75
3382,37,47,63,71,D,54.5,C,CSE4,CSE1,71,37,89.75
3383,85,66,55,85,C,72.75,B,CSE1,CSE3,85,55,91.25
3384,28,76,46,25,B,43.75,D,CSE2,CSE4,76,25,89.75
3385,28,85,86,94,B,73.25,B,CSE4,CSE1,94,28,89.75
3386,65,46,46,55,A,53.0,C,CSE1,CSE2,65,46,91.75
3387,90,86,37,81,B,73.5,B,CSE1,CSE3,90,37,89.75
3388,94,75,62,59,D,72.5,B,CSE1,CSE4,94,59,89.75
3389,50,90,29,49,C,54.5,C,CSE2,CSE3,90,29,91.25
3390,63,71,81,93,A,77.0,B,CSE4,CSE1,93,63,91.75
3391,34,43,70,74,A,55.25,C,CSE4,CSE1,74,34,91.75
